"EcoSite","Plot","WaterYear","p_monsoon_D","p_winter_D","p_spring_D","p_annual_D","winter_D","spring_D"
"GLCA_H","H07",2024,430.0000038,26.7000008,132.5999975,699.6999984,NA,NA
"GLCA_H","H11",2008,408.5,NA,223.4999981,NA,29.5000008,93.7000012
"GLCA_H","H11",2009,438.6999931,29.5000008,193.3999981,793.9999852,34.2999997,118.1000023
"GLCA_H","H11",2010,453.9000015,34.2999997,220.7999992,822.9000009,31.9000006,74.1000017
"GLCA_H","H11",2011,389.6999969,31.9000006,179.7000002,773.3999933,29.6000009,91.9999995
"GLCA_H","H11",2012,392.1000062,29.6000009,183.6999964,716.1000081,22.0999999,124.6000004
"GLCA_H","H11",2013,402.2999916,22.0999999,246.6999989,816.2999926,42.7999997,102.1000028
"GLCA_H","H11",2014,350.9000055,42.7999997,207.9000059,757.5000059,23.9999991,111.7999954
"GLCA_H","H11",2015,400.8000069,23.9999991,212.1999969,778.5000053,37.7999997,100.5000009
"GLCA_H","H11",2016,387.5999965,37.7999997,173.5999994,718.4999917,7.3999998,91.100003
"GLCA_H","H11",2017,399.4999999,7.3999998,186.4000061,729.9000008,26.1999994,98.2000008
"GLCA_H","H11",2018,412.7999954,26.1999994,200.6000023,793.5999942,64.5000009,127.3999957
"GLCA_H","H11",2019,401.3000002,64.5000009,254.4999942,918.3000001,18.4000001,68.4999992
"GLCA_H","H11",2020,471.9999962,18.4000001,130.7999984,709.7999956,26.1999996,92.2999978
"GLCA_H","H11",2021,466.5,26.1999996,227.2999978,858.799992,36.2000008,115.9000035
"GLCA_H","H11",2022,397.6999893,36.2000008,236.500002,850.1999861,49.6999998,135.0000039
"GLCA_H","H11",2023,419.1999969,49.6999998,257.800007,849.9999991,23.0999998,45.1000008
"GLCA_H","H11",2024,425.1999894,23.0999998,157.6000008,722.8999976,NA,NA
"GLCA_H","H12",2008,434.199997,NA,229.7000036,NA,34.6999995,101.9000006
"GLCA_H","H12",2009,462.4000015,34.6999995,201.9000006,833.5999987,40.6000004,124.6000004
"GLCA_H","H12",2010,473.3999977,40.6000004,235.1000004,872.6999931,33.7000007,66.3000004
"GLCA_H","H12",2011,407.1999969,33.7000007,171.9999973,785.2999989,33.5000005,110
"GLCA_H","H12",2012,414.9999924,33.5000005,207.3000031,774.2999912,28.4000001,130.7000017
"GLCA_H","H12",2013,426.7000007,28.4000001,255.7000017,859.7000017,47.1999998,101.8999987
"GLCA_H","H12",2014,375.4000016,47.1999998,209.3999987,797.1000004,24.0999992,106.1999974
"GLCA_H","H12",2015,429.7000046,24.0999992,211.0999989,800.6000028,46.7000008,96.8999997
"GLCA_H","H12",2016,409.5,46.7000008,179.8999997,762.500002,12.1999998,83.6000018
"GLCA_H","H12",2017,419.1999931,12.1999998,182.6000018,754.2999986,33.2999994,94.7999997
"GLCA_H","H12",2018,445.2000046,33.2999994,198.8999982,834.4999997,69.7999992,136.1000023
"GLCA_H","H12",2019,422.0000125,69.7999992,266.6000023,959.4000188,20.8999996,64.2999989
"GLCA_H","H12",2020,493.8000108,20.8999996,129.600002,735.8000172,31.8999999,96.6999998
"GLCA_H","H12",2021,485.5000078,31.8999999,228.6999998,891.3000107,39.1000004,129.2999993
"GLCA_H","H12",2022,427.4999999,39.1000004,255.7000008,907.4999952,54.3999996,138.2000007
"GLCA_H","H12",2023,448.10001,54.3999996,265.8999976,898.8000048,27.4000001,40.4000008
"GLCA_H","H12",2024,447.4999924,27.4000001,151.4000008,747.2999943,NA,NA
"GLCA_H","H13",2008,418.3999939,NA,241.5999945,NA,30.8000003,114.7999968
"GLCA_H","H13",2009,450.1000061,30.8000003,214.6999983,831.8000079,34.0999989,133.0999995
"GLCA_H","H13",2010,463.800003,34.0999989,235.7999964,859.8999924,28.4000007,93.9999973
"GLCA_H","H13",2011,395.1999931,28.4000007,201.9999973,795.0999935,33.7999992,112.1999984
"GLCA_H","H13",2012,398.4000015,33.7999992,210.5999999,762.2999967,18.3,138.2000008
"GLCA_H","H13",2013,407.6999892,18.3,263.1000023,838.7999839,42.6999993,122.2999993
"GLCA_H","H13",2014,374.9999962,42.6999993,228.8999978,802.0999981,27.8,130.8999958
"GLCA_H","H13",2015,413.5000076,27.8,231.0999927,811.5999927,39.2000008,120.1999998
"GLCA_H","H13",2016,389.7999973,39.2000008,203.0000029,770.4000034,7.0999999,103.2000008
"GLCA_H","H13",2017,400.5999908,7.0999999,205.2000008,748.7999873,26.4000004,119.1999989
"GLCA_H","H13",2018,437.4000131,26.4000004,221.500002,840.1000071,65.7999982,129.7999993
"GLCA_H","H13",2019,432.6999984,65.7999982,259.1000024,957.0999976,26.399999,90.1000004
"GLCA_H","H13",2020,487,26.399999,146.6000004,752.800001,24.0000004,111.4999981
"GLCA_H","H13",2021,473.6000023,24.0000004,245.399992,886.2999971,32.8999991,127.0999956
"GLCA_H","H13",2022,408.2000046,32.8999991,252.0999956,880.0999984,53.2000008,138.4999981
"GLCA_H","H13",2023,436.2999915,53.2000008,264.199995,877.9999818,20.9999998,62.4999995
"GLCA_H","H13",2024,435.0999985,20.9999998,182.3000026,757.1000016,NA,NA
"GLCA_H","H14",2008,425.9999924,NA,209.6000043,NA,33.9000006,96.7000017
"GLCA_H","H14",2009,452.2999955,33.9000006,192.3999986,806.0999995,41.7000003,121.9000035
"GLCA_H","H14",2010,460.8999977,41.7000003,229.000002,846.6000024,34.9000001,58.9000015
"GLCA_H","H14",2011,400.5,34.9000001,153.9000015,753.0000038,31.5000005,100.8999997
"GLCA_H","H14",2012,407.4000015,31.5000005,193.2000028,749.1000029,31.8000012,127.2000027
"GLCA_H","H14",2013,416.9000014,31.8000012,247.3999996,840.6000051,47.1000004,101.9999981
"GLCA_H","H14",2014,370.4999924,47.1000004,203.3999996,779.8999958,26.1000007,94.1999993
"GLCA_H","H14",2015,421.1000023,26.1000007,190.7999978,766.3999977,45.5,91.3000012
"GLCA_H","H14",2016,396.9000016,45.5,169.4999981,729.0000001,13.7000002,81.3999996
"GLCA_H","H14",2017,416.3000031,13.7000002,172.3000011,738.500012,34.1999993,84.499999
"GLCA_H","H14",2018,424.8999978,34.1999993,181.3000021,790.5000029,66.6000014,133.6999989
"GLCA_H","H14",2019,418.0000077,66.6000014,260.2999974,937.0000069,21.5999994,50.1999993
"GLCA_H","H14",2020,487.2000122,21.5999994,106.7999978,701.3000111,35.1999993,94.3999996
"GLCA_H","H14",2021,473.5,35.1999993,219.8999996,863.7999987,37.7999997,127.5999965
"GLCA_H","H14",2022,417,37.7999997,248.8999996,883.6999964,52.6999998,132.1000023
"GLCA_H","H14",2023,438.8000031,52.6999998,255.2000008,871.1000109,27.9000001,39.4999995
"GLCA_H","H14",2024,435.0999985,27.9000001,137.900001,717.7999983,NA,NA
"GLCA_H","H15",2008,420.8000107,NA,230.0000058,NA,32.3999995,95.9000027
"GLCA_H","H15",2009,451.0999984,32.3999995,194.5000012,810.6999946,35.8999996,119.5999965
"GLCA_H","H15",2010,464.0000077,35.8999996,225.7999934,845.7000021,30.6999993,74
"GLCA_H","H15",2011,388.2999934,30.6999993,179.5,774.2999915,30.7000003,105.4999981
"GLCA_H","H15",2012,402.300003,30.7000003,201.699995,746.799992,25.5,129.2999954
"GLCA_H","H15",2013,411.300003,25.5,253.0999985,836.8000031,45.0999989,102.9999985
"GLCA_H","H15",2014,362.4999963,45.0999989,208.099997,776.0999994,24.1,110.5999999
"GLCA_H","H15",2015,415.800003,24.1,211.1999984,784.4999976,43,101.2999982
"GLCA_H","H15",2016,395.800003,43,184.8999967,748.3999986,9.2,87.8000006
"GLCA_H","H15",2017,404.7999954,9.2,186.1000037,738.6000006,29.2,101.3000006
"GLCA_H","H15",2018,432.2000007,29.2,202.8999991,818.0000006,67.0999984,130.3000031
"GLCA_H","H15",2019,431.6999878,67.0999984,258.6000062,958,18.2000003,70.4999989
"GLCA_H","H15",2020,486.800003,18.2000003,131.0999974,722.4000085,27.3000004,93.7000027
"GLCA_H","H15",2021,473.8999939,27.3000004,225.0000058,866.6999955,35.4000006,125.8999996
"GLCA_H","H15",2022,413.5999985,35.4000006,249.8999996,881.9999972,51.6999998,135.5999985
"GLCA_H","H15",2023,439.4000014,51.6999998,260.699997,878.2999953,24.2999991,44.3
"GLCA_H","H15",2024,435.7000008,24.2999991,158.3999985,738.1999961,NA,NA
"GLCA_H","H16",2008,434.199997,NA,229.7000036,NA,34.6999995,101.9000006
"GLCA_H","H16",2009,462.4000015,34.6999995,201.9000006,833.5999987,40.6000004,124.6000004
"GLCA_H","H16",2010,473.3999977,40.6000004,235.1000004,872.6999931,33.7000007,66.3000004
"GLCA_H","H16",2011,407.1999969,33.7000007,171.9999973,785.2999989,33.5000005,110
"GLCA_H","H16",2012,414.9999924,33.5000005,207.3000031,774.2999912,28.4000001,130.7000017
"GLCA_H","H16",2013,426.7000007,28.4000001,255.7000017,859.7000017,47.1999998,101.8999987
"GLCA_H","H16",2014,375.4000016,47.1999998,209.3999987,797.1000004,24.0999992,106.1999974
"GLCA_H","H16",2015,429.7000046,24.0999992,211.0999989,800.6000028,46.7000008,96.8999997
"GLCA_H","H16",2016,409.5,46.7000008,179.8999997,762.500002,12.1999998,83.6000018
"GLCA_H","H16",2017,419.1999931,12.1999998,182.6000018,754.2999986,33.2999994,94.7999997
"GLCA_H","H16",2018,445.2000046,33.2999994,198.8999982,834.4999997,69.7999992,136.1000023
"GLCA_H","H16",2019,422.0000125,69.7999992,266.6000023,959.4000188,20.8999996,64.2999989
"GLCA_H","H16",2020,493.8000108,20.8999996,129.600002,735.8000172,31.8999999,96.6999998
"GLCA_H","H16",2021,485.5000078,31.8999999,228.6999998,891.3000107,39.1000004,129.2999993
"GLCA_H","H16",2022,427.4999999,39.1000004,255.7000008,907.4999952,54.3999996,138.2000007
"GLCA_H","H16",2023,448.10001,54.3999996,265.8999976,898.8000048,27.4000001,40.4000008
"GLCA_H","H16",2024,447.4999924,27.4000001,151.4000008,747.2999943,NA,NA
"GLCA_H","H17",2008,393.7000085,NA,224.6999997,NA,28.0000008,104.499997
"GLCA_H","H17",2009,430.2999878,28.0000008,198.5999955,789.2999925,30.7000008,125.5000019
"GLCA_H","H17",2010,448.1999892,30.7000008,224.1000004,824.4999859,27.5999992,87.9999977
"GLCA_H","H17",2011,378.1999988,27.5999992,191.6999946,762.4999937,30.3,98.9000001
"GLCA_H","H17",2012,377.1000023,30.3,186.8000016,711.8000004,13.2000001,128.1999998
"GLCA_H","H17",2013,386.0999946,13.2000001,248.1000013,795.1000037,36.5,114.9000001
"GLCA_H","H17",2014,354.0000038,36.5,217.8000016,755.7000107,24.1999995,125.0999956
"GLCA_H","H17",2015,396.4000053,24.1999995,221.2999925,779.3999981,38.1000004,114.9000015
"GLCA_H","H17",2016,365.2999973,38.1000004,183.2000046,731.6000013,3.1,92.6000023
"GLCA_H","H17",2017,387.9000054,3.1,180.2999992,704.7000042,22.2000008,110.2999993
"GLCA_H","H17",2018,412.3999977,22.2000008,214.1000024,802.8000025,62.1000014,127.5000009
"GLCA_H","H17",2019,405.2000017,62.1000014,253.300004,916.5000114,23.5,85.7000011
"GLCA_H","H17",2020,460.6999969,23.5,140.0000003,713.9999974,22.4999996,108.5000009
"GLCA_H","H17",2021,461.2999993,22.4999996,241.6999978,860.9999928,31.2000001,113.9999991
"GLCA_H","H17",2022,383.0999851,31.2000001,233.9999991,835.8999785,46.6999998,131.999998
"GLCA_H","H17",2023,413.7999954,46.6999998,252.3999995,834.0999935,17.6999998,58.0000013
"GLCA_H","H17",2024,419.5000077,17.6999998,170.5999998,720.9000106,NA,NA
"GLCA_P","P01",2008,407.2000123,NA,206.0999975,NA,34.4000001,94.4000005
"GLCA_P","P01",2009,426.199997,34.4000001,194.7000036,792.699996,41.1999998,129.2000017
"GLCA_P","P01",2010,446.5000039,41.1999998,239.1000032,839.6000061,35.4000011,51.3000006
"GLCA_P","P01",2011,398.8999938,35.4000011,144.1000037,739.4000053,32.5000005,97.7999982
"GLCA_P","P01",2012,409.9999923,32.5000005,187.8999967,742.4999909,31.1000004,119.2999982
"GLCA_P","P01",2013,416.300003,31.1000004,236.2999982,821.1000031,50.4000011,107.6000023
"GLCA_P","P01",2014,318.7000008,50.4000011,213.2000008,749.9999986,25.6000001,101.6999979
"GLCA_P","P01",2015,416.7000007,25.6000001,208.6999979,774.5000034,47.1000004,101.1000004
"GLCA_P","P01",2016,379.7000009,47.1000004,181.6999989,725.8000013,22.0000005,96.1000014
"GLCA_P","P01",2017,436.8999977,22.0000005,189.6999999,774.9999997,37.1000004,81.500001
"GLCA_P","P01",2018,420.8999939,37.1000004,177.000001,777.8999958,68,127.0000038
"GLCA_P","P01",2019,391.5999851,68,249.7000007,892.9999904,33.5999994,78.7000003
"GLCA_P","P01",2020,459.5000037,33.5999994,143.7000003,723.6000046,30.5999992,101.6999969
"GLCA_P","P01",2021,468.2999916,30.5999992,224.7999954,861.6999815,41.0999994,130.8000012
"GLCA_P","P01",2022,403.6999892,41.0999994,250.8999997,868.2999935,53.8999986,135.4000035
"GLCA_P","P01",2023,418.5,53.8999986,258.1000004,856.2999963,22.2000003,35.3999999
"GLCA_P","P01",2024,418.6999969,22.2000003,129.3999999,679.5999973,NA,NA
"GLCA_P","P02",2008,418,NA,243.9999962,NA,32.800001,115.0999999
"GLCA_P","P02",2009,433.4000016,32.800001,225.0000014,836.1000084,39.8000007,142.5999965
"GLCA_P","P02",2010,462.1999931,39.8000007,250.2999934,873.9999895,33.7000005,80.0999981
"GLCA_P","P02",2011,369.5999947,33.7000005,191.799995,773.3999946,35.0999994,112.1999998
"GLCA_P","P02",2012,396.4000015,35.0999994,211.7999983,756.9999981,19.4000002,134.9999981
"GLCA_P","P02",2013,429.0999946,19.4000002,261.199995,853.6999921,49.0999985,113.4999952
"GLCA_P","P02",2014,314.2999954,49.0999985,228.7999983,758.5999898,27.4000009,137.0999975
"GLCA_P","P02",2015,431.8999938,27.4000009,258.4000006,865.5999922,49.7000008,128.1999988
"GLCA_P","P02",2016,398.0999986,49.7000008,216.1999988,797.3999978,16.8000002,122.1000013
"GLCA_P","P02",2017,453.9000015,16.8000002,227.7999982,831.4000001,31.1000008,102.8000002
"GLCA_P","P02",2018,448.8000107,31.1000008,214.8000002,852.7000117,72.2000007,129.7999992
"GLCA_P","P02",2019,436.1000081,72.2000007,263.7999992,962.900013,36.0999999,106.7000022
"GLCA_P","P02",2020,481.2999839,36.0999999,179.3000007,798.5999861,29.2000008,126.6000023
"GLCA_P","P02",2021,505.199997,29.2000008,263.4000054,943.000007,53.1000014,143.9000015
"GLCA_P","P02",2022,419.199993,53.1000014,276.0000076,937.3000011,57.6000004,153.000002
"GLCA_P","P02",2023,427.9000016,57.6000004,286.3000051,898.3000109,25.3999997,64.7999994
"GLCA_P","P02",2024,456.2000047,25.3999997,190.3999979,787.7999991,NA,NA
"GLCA_P","P03",2008,426.5999947,NA,233.2999982,NA,36.2999997,107.6999964
"GLCA_P","P03",2009,443.2999954,36.2999997,217.4999995,843.0999922,42.4000006,139.7999992
"GLCA_P","P03",2010,469.8000145,42.4000006,257.6000023,894.200018,37.2000008,64.0000011
"GLCA_P","P03",2011,404.9000073,37.2000008,169.699998,788.4000089,34.5,113.8999996
"GLCA_P","P03",2012,425.5999984,34.5,213.8999996,790.1000022,31.8000002,134.0999995
"GLCA_P","P03",2013,441.4000016,31.8000002,259.699998,876.8000061,54.0000019,119.0000039
"GLCA_P","P03",2014,330.7999954,54.0000019,233.800007,792.3000032,28.1999995,122.5000039
"GLCA_P","P03",2015,440.6000062,28.1999995,241.7000008,848.9000011,52.5,112.0999965
"GLCA_P","P03",2016,407.3000031,52.5,201.999998,793.2000045,23,118.3000012
"GLCA_P","P03",2017,467.2000008,23,223.9999981,849.6999931,39.5999999,98.8999968
"GLCA_P","P03",2018,449.4000092,39.5999999,207.4999953,853.20001,73.5999985,139.4000016
"GLCA_P","P03",2019,423.0000038,73.5999985,272.2999955,957.4000036,38.2999992,97.2999973
"GLCA_P","P03",2020,488.0999984,38.2999992,171.9999942,801.6999862,32.8999996,119.6000004
"GLCA_P","P03",2021,503.3999863,32.8999996,254.4999943,935.3999863,52.6999998,150.1000023
"GLCA_P","P03",2022,431.8000031,52.6999998,280.9000054,951.3000146,59.4000006,155.5999985
"GLCA_P","P03",2023,443.9000015,59.4000006,288.4000016,921.9000036,29.1999993,55.2000008
"GLCA_P","P03",2024,458.7999878,29.1999993,171.0000039,778.3999973,NA,NA
"GLCA_P","P04",2008,404.7999954,NA,203.999999,NA,33.1999998,80.5000015
"GLCA_P","P04",2009,426.6000023,33.1999998,175.900003,770.900003,40.3000007,120.7000027
"GLCA_P","P04",2010,449.7000046,40.3000007,230.3000012,834.7000057,36.2000008,60.0000019
"GLCA_P","P04",2011,404.2000027,36.2000008,153.300005,755.9000102,28.3000002,88.0000019
"GLCA_P","P04",2012,397.7999992,28.3000002,173.800005,712.2000046,31.9999995,121.0000039
"GLCA_P","P04",2013,405.4000053,31.9999995,236.1000024,811.6000071,49.1999993,110.0999975
"GLCA_P","P04",2014,338.8999978,49.1999993,213.7999944,759.3999972,29.2999997,105.1999989
"GLCA_P","P04",2015,416.5000039,29.2999997,210.000002,786.9000065,48.8999996,107.4000016
"GLCA_P","P04",2016,386.2999954,48.8999996,187.0999985,738.3999957,14.0999999,85.7999974
"GLCA_P","P04",2017,420.0999985,14.0999999,178.1999989,743.6000005,32.6999996,70.0999992
"GLCA_P","P04",2018,424.5000115,32.6999996,163.0999992,764.9000127,66.7000027,131.7000027
"GLCA_P","P04",2019,402.7999877,66.7000027,256.0000058,909.4999885,31.7000003,72.1999981
"GLCA_P","P04",2020,462.199997,31.7000003,135.3999989,720.0999902,33.0999999,100.4000015
"GLCA_P","P04",2021,476.1999969,33.0999999,222,865.1999998,43.4000006,125.5
"GLCA_P","P04",2022,406.6999969,43.4000006,244.5,870.5000038,49.6999988,133.8000002
"GLCA_P","P04",2023,419.6999969,49.6999988,255.8000002,850.6999979,24.2999999,33.3000009
"GLCA_P","P04",2024,424.2000084,24.2999999,124.8999994,683.90001,NA,NA
"GLCA_P","P05",2008,407.1000062,NA,204.7000017,NA,34.5,95.2000003
"GLCA_P","P05",2009,426.4000092,34.5,194.3999972,792.1000033,41.4999995,128.7999954
"GLCA_P","P05",2010,445.8999977,41.4999995,238.6999969,838.7999934,35.5000005,54.299999
"GLCA_P","P05",2011,399.9999981,35.5000005,145.9999959,739.7999986,33,98.0000009
"GLCA_P","P05",2012,410.2999955,33,187.300004,743.1000004,31.6999998,119.800005
"GLCA_P","P05",2013,416.8000031,31.6999998,235.5000019,821.2999974,50.6000004,108.3999977
"GLCA_P","P05",2014,321.0999945,50.6000004,212.9999962,751.2999839,25.9000006,100.9999981
"GLCA_P","P05",2015,417.199997,25.9000006,206.699995,772.2999925,47.2000008,103.0999985
"GLCA_P","P05",2016,378.8999977,47.2000008,182.7999954,725.9999943,22.8999996,97.0999975
"GLCA_P","P05",2017,437.1999969,22.8999996,189.9000006,775.9999919,38.4000001,82.9999991
"GLCA_P","P05",2018,420.4999923,38.4000001,177.3000022,778.0999962,68,127.6999989
"GLCA_P","P05",2019,392.6999855,68,249.8999958,892.9999809,33.8999996,79.6000009
"GLCA_P","P05",2020,458.6000023,33.8999996,143.900004,723.0000044,31.0999994,102.6999998
"GLCA_P","P05",2021,468.5000038,31.0999994,224.8999967,861.6999982,41.1999998,131.3000031
"GLCA_P","P05",2022,404.0999832,41.1999998,250.9000016,868.4999867,54.0999994,135.0000019
"GLCA_P","P05",2023,418.7000085,54.0999994,257.5000019,855.9000044,22.7,38.3999991
"GLCA_P","P05",2024,419.0999984,22.7,130.4999976,680.499992,NA,NA
"GLCA_P","P06",2008,408.1000061,NA,205.4999971,NA,33.4000006,81.7999978
"GLCA_P","P06",2009,430.1999931,33.4000006,177.9999947,777.9999909,40.3000007,122.1000013
"GLCA_P","P06",2010,452.2000084,40.3000007,232.1999998,839.7000103,36.6000004,61.0000012
"GLCA_P","P06",2011,408.5000039,36.6000004,154.5000012,762.3000053,28.7999992,89.1999989
"GLCA_P","P06",2012,400.800003,28.7999992,175.500002,718.400013,32.7000003,122.4000035
"GLCA_P","P06",2013,409.1000023,32.7000003,238.4000035,818.9000084,49.5,110.8999987
"GLCA_P","P06",2014,342.1000099,49.5,215.3000002,765.3000136,29.6000001,105.9000015
"GLCA_P","P06",2015,419.4000053,29.6000001,211.0999984,791.7999977,49.3000002,109.2000007
"GLCA_P","P06",2016,389.3000108,49.3000002,189.3999976,745.100009,14.5,86.8999987
"GLCA_P","P06",2017,423.6999969,14.5,180.4999972,750.5999942,33.3000002,71.3000002
"GLCA_P","P06",2018,428.0999984,33.3000002,165.1000033,771.9999971,66.9000015,132.8999996
"GLCA_P","P06",2019,405.7999897,66.9000015,257.9999981,915.4999924,32.0000005,73.4999989
"GLCA_P","P06",2020,464.8999977,32.0000005,137.1999997,725.1999916,33.5000005,101.8999996
"GLCA_P","P06",2021,479.6999893,33.5000005,224.0999965,871.6999917,43.6999998,126.6000004
"GLCA_P","P06",2022,411,43.6999998,246.1000004,878.2000065,50.2999992,134.3999996
"GLCA_P","P06",2023,422.9000016,50.2999992,256.9999981,857.1999932,24.7999994,34.2999994
"GLCA_P","P06",2024,427.2000007,24.7999994,126.3999979,688.9999975,NA,NA
"GLCA_P","P07",2008,423.9000092,NA,223.7999974,NA,38.3000002,103.8999987
"GLCA_P","P07",2009,442.1999894,38.3000002,211.8999987,834.5999943,42.6999998,137.6000004
"GLCA_P","P07",2010,461.9000092,42.6999998,253.1999989,876.3000079,37.7000008,61.700001
"GLCA_P","P07",2011,410.000002,37.7000008,163.700001,781.1000065,32.6000004,106.5999994
"GLCA_P","P07",2012,422.3999938,32.6000004,204.5000009,773.3999881,33.4000006,131.0999985
"GLCA_P","P07",2013,429.7999953,33.4000006,255,859.4999961,52.7000003,114.6000004
"GLCA_P","P07",2014,337.7000007,52.7000003,226.5000019,787.1000056,28.0999999,120.2000027
"GLCA_P","P07",2015,433.4000053,28.0999999,234.8999996,826.4000062,49.1000004,108.8000012
"GLCA_P","P07",2016,394.9000054,49.1000004,195.6000043,757.5000116,17.1000004,96.4999986
"GLCA_P","P07",2017,445.6000022,17.1000004,199.9000001,797.3000102,37.6999998,89.6999989
"GLCA_P","P07",2018,432.699997,37.6999998,193.000002,811.5999976,71.2000008,131.7999992
"GLCA_P","P07",2019,400.2999992,71.2000008,259.4999961,921.0999965,33.4000006,84.2999997
"GLCA_P","P07",2020,473.0000115,33.4000006,153.8999982,749.6000134,31.7000008,107.2999992
"GLCA_P","P07",2021,479.2000085,31.7000008,236.9999961,889.1000099,43.6999988,137.6999989
"GLCA_P","P07",2022,411.9999961,43.6999988,260.6000004,891.4999971,58.5,144.9999952
"GLCA_P","P07",2023,429.3000031,58.5,271.5999937,886.3999987,23.5000002,39.8999984
"GLCA_P","P07",2024,429.0999946,23.5000002,144.2999999,712.1999988,NA,NA
"GLCA_P","P08",2008,408.8999939,NA,204.1000041,NA,33.2999997,70.6999993
"GLCA_P","P08",2009,429.2999992,33.2999997,166.5000024,767.9999928,38.1000009,115.7000018
"GLCA_P","P08",2010,453.3000031,38.1000009,223.8999987,829.9000036,35.6000004,49.9000006
"GLCA_P","P08",2011,406.9000054,35.6000004,143.5999975,753.099998,27.0000005,82.8999977
"GLCA_P","P08",2012,402.1000061,27.0000005,168.0999946,709.4000077,30.8,118.0000029
"GLCA_P","P08",2013,408.8000108,30.8,234.1999998,813.000003,48.8000002,108.4000015
"GLCA_P","P08",2014,341.1000023,48.8000002,212.5,763.100009,27.9,102.4999981
"GLCA_P","P08",2015,420.2999992,27.9,208.8999996,791.199995,48.9000006,104
"GLCA_P","P08",2016,394.9999961,48.9000006,181.5999985,745.199995,13.8000005,79.9000006
"GLCA_P","P08",2017,422.7999992,13.8000005,172.7000037,744.2999972,31.3000005,65.1000004
"GLCA_P","P08",2018,432.9000092,31.3000005,160.2999973,774.6000107,67.500001,132.9999981
"GLCA_P","P08",2019,406.8999977,67.500001,259.8000012,922.5000049,31.1999993,61.0999994
"GLCA_P","P08",2020,467.4000015,31.1999993,122.0999994,709.1999949,30.9000001,93.9999981
"GLCA_P","P08",2021,482.2000046,30.9000001,216.699995,866.0000028,42.2000003,121.4000035
"GLCA_P","P08",2022,413.9999961,42.2000003,241.1000004,876.4999991,49.8000002,131.7999973
"GLCA_P","P08",2023,426.300003,49.8000002,255.1999988,861.5999964,23.0000003,30.6999995
"GLCA_P","P08",2024,428.2000085,23.0000003,125.600001,690.4000107,NA,NA
"GLCA_P","P09",2008,416.1000062,NA,209.4000006,NA,35.5,103.3000002
"GLCA_P","P09",2009,436,35.5,207.2000017,821.3000002,42.8999991,135.7000047
"GLCA_P","P09",2010,457.5999908,42.8999991,248.4000016,866.2999916,37,60.8999987
"GLCA_P","P09",2011,407.2999992,37,156.2000018,762.3000051,34.3999996,106.3999996
"GLCA_P","P09",2012,425.1000022,34.3999996,200.3000011,775.1000088,35.0999999,126.3000011
"GLCA_P","P09",2013,436.0000001,35.0999999,246.1000042,855.6000033,54.5999994,112.9999981
"GLCA_P","P09",2014,331.5999985,54.5999994,220.9999981,776.1999931,29.2999997,106.999999
"GLCA_P","P09",2015,431.1000099,29.2999997,216.0999975,802.6000109,49.499999,108.0999984
"GLCA_P","P09",2016,391.89999,49.499999,190.9000015,750.6999872,22.6999998,100.8999996
"GLCA_P","P09",2017,451.5999871,22.6999998,197.3000011,800.1999835,40.3000002,94.4999981
"GLCA_P","P09",2018,432.5999984,40.3000002,192.3999996,813.2999973,70.1999989,131.3000011
"GLCA_P","P09",2019,410.5999946,70.1999989,256.3999996,920.5999985,35.9999995,88.3000006
"GLCA_P","P09",2020,469.3999939,35.9999995,154.8000006,752.4999875,33.2000008,109.0999994
"GLCA_P","P09",2021,477.2999954,33.2000008,234.5000009,884.8999924,43.0999994,139.3999978
"GLCA_P","P09",2022,417.2000046,43.0999994,262.5999947,899.0000019,57.8000002,142.5000029
"GLCA_P","P09",2023,430.5000038,57.8000002,268.6000014,885.1000014,24.3999994,43.6000009
"GLCA_P","P09",2024,431.8000031,24.3999994,140.6000009,707.6000074,NA,NA
"GLCA_P","P10",2008,421.9999885,NA,214.9999982,NA,36.1999993,105.0999956
"GLCA_P","P10",2009,442.9999999,36.1999993,211.9999971,835.9999879,42.7999987,138.2000008
"GLCA_P","P10",2010,465.3000107,42.7999987,252.7000008,880.9000149,37.6000004,59.6999984
"GLCA_P","P10",2011,412.4999885,37.6000004,158.1999984,775.3999924,35.2000008,108.7999973
"GLCA_P","P10",2012,431.7000122,35.2000008,204.9999942,788.1000128,34.5999994,128.5000019
"GLCA_P","P10",2013,442.4999924,34.5999994,250.800005,869.0999966,54.8000007,114.6000003
"GLCA_P","P10",2014,335.699997,54.8000007,225.2999972,788.499989,29.0999992,110.4000034
"GLCA_P","P10",2015,437.7999992,29.0999992,222.9000034,818.999998,50.1000004,108.7999992
"GLCA_P","P10",2016,398.2999955,50.1000004,193.7000007,763,22.1999993,103.4999991
"GLCA_P","P10",2017,458.1000062,22.1999993,202.699996,813.899994,40.0999999,95.3000021
"GLCA_P","P10",2018,438.9000015,40.0999999,196.499999,827.0999941,71.6000003,132.4000015
"GLCA_P","P10",2019,416.6999988,71.6000003,260.2000046,934.8999976,36.3000007,90.1999998
"GLCA_P","P10",2020,476.9000016,36.3000007,158.5000029,766.8000132,32.4999992,109.8999987
"GLCA_P","P10",2021,484.5000152,32.4999992,238.5999956,898.600007,44.2000008,141.3999958
"GLCA_P","P10",2022,423.0000077,44.2000008,266.6999989,912.4000026,58.5999984,145.2000008
"GLCA_P","P10",2023,437.0999985,58.5999984,273.3999977,898.9999981,24.6000002,43.1999998
